,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,lnN,shapes,syst_type,direction,variation_alias
0,data_obs,pass,default,black,DATA,1.0,nominal,./histograms_for_2DAlphabet_v3//BH_FakeData.root,hpass,FakeData,Fake Data,,,,,,
13,Signal_B1_MD2000_MBH9000_n2,pass,default,red,SIGNAL,1.0,lumi,./histograms_for_2DAlphabet_v3//BH_Signal_B1_MD2000_MBH9000_n2.root,hpass,Signal_B1_MD2000_MBH9000_n2,BH signal,,1.016,,lnN,,
14,Signal_B1_MD2000_MBH9000_n2,pass,default,red,SIGNAL,1.0,nominal,./histograms_for_2DAlphabet_v3//BH_Signal_B1_MD2000_MBH9000_n2.root,hpass,Signal_B1_MD2000_MBH9000_n2,BH signal,,,,,,
19,data_obs,fail,default,black,DATA,1.0,nominal,./histograms_for_2DAlphabet_v3//BH_FakeData.root,hfail,FakeData,Fake Data,,,,,,
32,Signal_B1_MD2000_MBH9000_n2,fail,default,red,SIGNAL,1.0,lumi,./histograms_for_2DAlphabet_v3//BH_Signal_B1_MD2000_MBH9000_n2.root,hfail,Signal_B1_MD2000_MBH9000_n2,BH signal,,1.016,,lnN,,
33,Signal_B1_MD2000_MBH9000_n2,fail,default,red,SIGNAL,1.0,nominal,./histograms_for_2DAlphabet_v3//BH_Signal_B1_MD2000_MBH9000_n2.root,hfail,Signal_B1_MD2000_MBH9000_n2,BH signal,,,,,,
