Dataset name,Total events,Hadronizer fragment name,Generator,Cross Section(pb),Tag,EOS,LHE,Notes,,,NTupleFound,Ntuplepath,FlatTupleFound,FlatTuplePath
BlackHole_BH1_MD-6000_MBH-10000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.60528E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH10000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH10000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-10000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.06777E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH10000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH10000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.33036E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH10000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH10000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-11000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.96912E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH11000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH11000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-11000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.59226E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH11000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH11000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-11000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.37496E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH11000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH11000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-7000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.77405E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH7000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH7000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-7000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.19405E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH7000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH7000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-7000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.23014E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH7000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH7000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-8000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,8.26004E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH8000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH8000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-8000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.66907E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH8000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH8000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-8000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,8.27865E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH8000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH8000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-9000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.50319E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH9000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH9000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-9000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.75781E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH9000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH9000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-6000_MBH-9000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.12388E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH9000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD6000_MBH9000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-10000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.69923E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH10000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH10000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-10000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.48551E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH10000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH10000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.62513E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH10000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH10000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-11000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.56018E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH11000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH11000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-11000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.09865E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH11000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH11000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-11000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.36100E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH11000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH11000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-8000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,5.25429E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH8000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH8000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-8000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.51851E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH8000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH8000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-8000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,5.76426E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH8000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH8000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-9000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,4.18709E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH9000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH9000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-9000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.91572E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH9000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH9000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-7000_MBH-9000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,4.24742E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH9000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD7000_MBH9000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-10000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.15230E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH10000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH10000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-10000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,5.32040E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH10000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH10000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.20676E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH10000_n6/BlackMaxLHArecord.lhe,FullSim,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH10000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-11000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.74306E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH11000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH11000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-11000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.84827E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH11000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH11000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-11000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.74439E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH11000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH11000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-9000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.83040E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH9000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH9000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-9000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.37079E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH9000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH9000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-8000_MBH-9000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.13666E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH9000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD8000_MBH9000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-9000_MBH-10000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,8.26779E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD9000_MBH10000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD9000_MBH10000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH1_MD-9000_MBH-10000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.95479E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD9000_MBH10000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH1_BM_MD9000_MBH10000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
