blackmax,Total events,Hadronizer fragment name,Generator,Cross Section,Datacard,LHE
BlackHole_BH4_MD6000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.59E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH11000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH11000_n2/lhouches.lhe
BlackHole_BH4_MD6000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.11E-07,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH11000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH11000_n4/lhouches.lhe
BlackHole_BH4_MD6000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.05E-07,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH11000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH11000_n6/lhouches.lhe
BlackHole_BH4_MD6000_MBH7000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,6.67E-03,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH7000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH7000_n2/lhouches.lhe
BlackHole_BH4_MD6000_MBH7000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.29E-02,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH7000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH7000_n4/lhouches.lhe
BlackHole_BH4_MD6000_MBH7000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.43E-02,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH7000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH7000_n6/lhouches.lhe
BlackHole_BH4_MD6000_MBH8000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.86E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH8000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH8000_n2/lhouches.lhe
BlackHole_BH4_MD6000_MBH8000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.62E-03,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH8000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH8000_n4/lhouches.lhe
BlackHole_BH4_MD6000_MBH8000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.00E-03,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH8000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH8000_n6/lhouches.lhe
BlackHole_BH4_MD6000_MBH9000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,6.04E-05,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH9000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH9000_n2/lhouches.lhe
BlackHole_BH4_MD6000_MBH9000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.96E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH9000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH9000_n4/lhouches.lhe
BlackHole_BH4_MD6000_MBH9000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.69E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH9000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD6000_MBH9000_n6/lhouches.lhe
BlackHole_BH4_MD7000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.60E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH10000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH10000_n2/lhouches.lhe
BlackHole_BH4_MD7000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.26E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH10000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH10000_n4/lhouches.lhe
BlackHole_BH4_MD7000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,9.99E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH10000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH10000_n6/lhouches.lhe
BlackHole_BH4_MD7000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.38E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH11000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH11000_n2/lhouches.lhe
BlackHole_BH4_MD7000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.66E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH11000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH11000_n4/lhouches.lhe
BlackHole_BH4_MD7000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.44E-07,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH11000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH11000_n6/lhouches.lhe
BlackHole_BH4_MD7000_MBH8000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.21E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH8000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH8000_n2/lhouches.lhe
BlackHole_BH4_MD7000_MBH8000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.81E-03,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH8000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH8000_n4/lhouches.lhe
BlackHole_BH4_MD7000_MBH8000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.51E-03,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH8000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH8000_n6/lhouches.lhe
BlackHole_BH4_MD7000_MBH9000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.01E-05,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH9000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH9000_n2/lhouches.lhe
BlackHole_BH4_MD7000_MBH9000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.35E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH9000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH9000_n4/lhouches.lhe
BlackHole_BH4_MD7000_MBH9000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.60E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH9000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD7000_MBH9000_n6/lhouches.lhe
BlackHole_BH4_MD8000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.12E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH10000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH10000_n2/lhouches.lhe
BlackHole_BH4_MD8000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.82E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH10000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH10000_n4/lhouches.lhe
BlackHole_BH4_MD8000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.36E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH10000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH10000_n6/lhouches.lhe
BlackHole_BH4_MD8000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.67E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH11000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH11000_n2/lhouches.lhe
BlackHole_BH4_MD8000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.56E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH11000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH11000_n4/lhouches.lhe
BlackHole_BH4_MD8000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.06E-07,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH11000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH11000_n6/lhouches.lhe
BlackHole_BH4_MD8000_MBH9000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.81E-05,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH9000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH9000_n2/lhouches.lhe
BlackHole_BH4_MD8000_MBH9000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,9.82E-05,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH9000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH9000_n4/lhouches.lhe
BlackHole_BH4_MD8000_MBH9000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.91E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH9000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD8000_MBH9000_n6/lhouches.lhe
BlackHole_BH4_MD9000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.18E-07,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH10000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH10000_n2/lhouches.lhe
BlackHole_BH4_MD9000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.88E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH10000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH10000_n4/lhouches.lhe
BlackHole_BH4_MD9000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.62E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH10000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH10000_n6/lhouches.lhe
BlackHole_BH4_MD9000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.22E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH11000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH11000_n2/lhouches.lhe
BlackHole_BH4_MD9000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.19E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH11000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH11000_n4/lhouches.lhe
BlackHole_BH4_MD9000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.10E-08,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH11000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH4_LHE/BH4_CH_MD9000_MBH11000_n6/lhouches.lhe
BlackHole_BH8_MD2000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.51E-05,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH10000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH10000_n2/lhouches.lhe
BlackHole_BH8_MD2000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.06E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH10000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH10000_n4/lhouches.lhe
BlackHole_BH8_MD2000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.75E-04,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH10000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH10000_n6/lhouches.lhe
BlackHole_BH8_MD2000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,6.73E-07,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH11000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH11000_n2/lhouches.lhe
BlackHole_BH8_MD2000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.55E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH11000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH11000_n4/lhouches.lhe
BlackHole_BH8_MD2000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.52E-06,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH11000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH11000_n6/lhouches.lhe
BlackHole_BH8_MD2000_MBH3000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.11E+01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH3000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH3000_n2/lhouches.lhe
BlackHole_BH8_MD2000_MBH3000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.52E+02,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH3000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH3000_n4/lhouches.lhe
BlackHole_BH8_MD2000_MBH3000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.68E+02,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH3000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH3000_n6/lhouches.lhe
BlackHole_BH8_MD2000_MBH4000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.88E+01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH4000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH4000_n2/lhouches.lhe
BlackHole_BH8_MD2000_MBH4000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.48E+01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH4000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH4000_n4/lhouches.lhe
BlackHole_BH8_MD2000_MBH4000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,9.87E+01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH4000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH4000_n6/lhouches.lhe
BlackHole_BH8_MD2000_MBH5000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.11E+00,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH5000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH5000_n2/lhouches.lhe
BlackHole_BH8_MD2000_MBH5000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.14E+01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH5000_n4/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH5000_n4/lhouches.lhe
BlackHole_BH8_MD2000_MBH5000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.01E+01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH5000_n6/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH5000_n6/lhouches.lhe
BlackHole_BH8_MD2000_MBH6000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.92E-01,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH6000_n2/charybdis2.init,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH8_LHE/BH8_CH_MD2000_MBH6000_n2/lhouches.lhe
