blackmax,Total events,Hadronizer fragment name,Generator,Cross Section,Datacard,LHE
BlackHole_BH6_MD2000_MBH9000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.02E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD2000_MBH9000_n2_fixed.lhe
BlackHole_BH6_MD2000_MBH9000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.36E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD2000_MBH9000_n4_fixed.lhe
BlackHole_BH6_MD2000_MBH9000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.21E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD2000_MBH9000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.99E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH10000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.98E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH10000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.35E-05,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH10000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.26E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH11000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.44E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH11000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.43E-07,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH11000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH4000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.40E+00,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH4000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH4000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.78E+01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH4000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH4000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.32E+01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH4000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH5000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,9.67E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH5000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH5000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,3.03E+00,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH5000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH5000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.51E+00,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH5000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH6000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.50E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH6000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH6000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.52E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH6000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH6000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.07E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH6000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH7000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.89E-02,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH7000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH7000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.49E-02,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH7000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH7000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,9.67E-02,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH7000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH8000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.75E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH8000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH8000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.90E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH8000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH8000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.55E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH8000_n6_fixed.lhe
BlackHole_BH6_MD3000_MBH9000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.02E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH9000_n2_fixed.lhe
BlackHole_BH6_MD3000_MBH9000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.78E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH9000_n4_fixed.lhe
BlackHole_BH6_MD3000_MBH9000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.81E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD3000_MBH9000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.39E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH10000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.00E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH10000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,6.98E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH10000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.52E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH11000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.23E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH11000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,6.87E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH11000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH5000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.49E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH5000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH5000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.52E+00,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH5000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH5000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.86E+00,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH5000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH6000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,6.98E-02,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH6000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH6000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.27E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH6000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH6000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.22E-01,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH6000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH7000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.77E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH7000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH7000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.75E-02,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH7000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH7000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,5.01E-02,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH7000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH8000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.12E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH8000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH8000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.46E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH8000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH8000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.43E-03,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH8000_n6_fixed.lhe
BlackHole_BH6_MD4000_MBH9000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.75E-05,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH9000_n2_fixed.lhe
BlackHole_BH6_MD4000_MBH9000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,1.39E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH9000_n4_fixed.lhe
BlackHole_BH6_MD4000_MBH9000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.49E-04,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD4000_MBH9000_n6_fixed.lhe
BlackHole_BH6_MD5000_MBH10000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,7.66E-07,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD5000_MBH10000_n2_fixed.lhe
BlackHole_BH6_MD5000_MBH10000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.34E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD5000_MBH10000_n4_fixed.lhe
BlackHole_BH6_MD5000_MBH10000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.19E-06,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD5000_MBH10000_n6_fixed.lhe
BlackHole_BH6_MD5000_MBH11000_n2_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,8.36E-09,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD5000_MBH11000_n2_fixed.lhe
BlackHole_BH6_MD5000_MBH11000_n4_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,2.48E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD5000_MBH11000_n4_fixed.lhe
BlackHole_BH6_MD5000_MBH11000_n6_13TeV_TuneCUETP8M1-charybdis,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,charybdis2,4.44E-08,Link to cards: https://github.com/cms-sw/genproductions/tree/968c809bed6dab712361f6527c12a2fccd33479d/bin/Charybdis/cards/production/13TeV/BlackHole/BH6,/afs/cern.ch/user/k/kakwok/work/public/Blackhole/LHE/charybdis/BH6_LHE/BH6_CH_MD5000_MBH11000_n6_fixed.lhe
